Total Play Time,Total XP,Bot Name,Level,Rarity,Health,Size,Haste,Crit,Resilience,Max Energy,Res. Yield Incr.,Mission Success Boost,Mission Crit Chance,Mission Number
16.0,720,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1332
5613.725000000001,53160,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1333
148.14999999999998,3784,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1333
82.7,2666,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1333
18.0,744,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1333
5617.725000000001,53340,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1334
150.89999999999998,3784,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1334
85.2,2666,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1334
26.0,864,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1334
5625.725000000001,53484,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1335
158.89999999999998,3880,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1335
89.2,2726,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1335
28.0,900,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1335
5627.725000000001,53520,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1336
160.89999999999998,3904,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1336
97.2,3006,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1336
30.0,1010,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1336
5629.725000000001,53556,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1337
162.89999999999998,3974,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1337
105.2,3446,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1337
32.0,1040,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1337
5633.725000000001,53776,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1338
170.89999999999998,4414,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1338
113.2,3542,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1338
34.0,1110,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1338
5641.725000000001,54216,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1339
172.89999999999998,4504,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1339
115.2,3632,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1339
36.55,1110,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1339
5644.625000000001,54216,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1340
174.89999999999998,4614,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1340
123.2,3912,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1340
44.55,1550,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1340
5652.625000000001,54496,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1341
182.89999999999998,4710,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1341
131.2,4192,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1341
48.55,1598,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1341
5654.625000000001,54586,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1342
186.89999999999998,4890,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1342
134.04999999999998,4192,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1342
50.55,1668,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1342
5658.625000000001,54658,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1343
189.34999999999997,4890,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1343
138.04999999999998,4372,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1343
54.55,1848,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1343
5666.625000000001,54778,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1344
197.34999999999997,5170,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1344
146.04999999999998,4812,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1344
58.55,2068,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1344
5674.625000000001,55218,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1345
205.34999999999997,5530,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1345
148.04999999999998,4882,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1345
62.55,2208,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1345
5676.975000000001,55218,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1346
209.34999999999997,5670,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1346
152.04999999999998,5022,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1346
70.55,2328,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1346
5680.975000000001,55398,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1347
217.34999999999997,6110,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1347
156.04999999999998,5082,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1347
73.14999999999999,2328,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1347
5682.975000000001,55488,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1348
219.34999999999997,6140,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1348
158.04999999999998,5152,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1348
81.14999999999999,2472,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1348
5686.975000000001,55560,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1349
221.34999999999997,6250,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1349
162.04999999999998,5292,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1349
85.14999999999999,2612,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1349
5694.975000000001,56000,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1350
223.69999999999996,6250,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1350
164.04999999999998,5328,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1350
87.14999999999999,2722,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1350
5696.975000000001,56090,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1351
227.69999999999996,6322,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1351
168.04999999999998,5548,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1351
91.14999999999999,2794,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1351
5698.975000000001,56160,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1352
229.69999999999996,6358,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1352
170.04999999999998,5584,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1352
95.14999999999999,3014,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1352
5702.975000000001,56380,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1353
233.69999999999996,6418,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1353
172.85,5584,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1353
99.14999999999999,3154,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1353
5704.975000000001,56404,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1354
237.69999999999996,6638,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1354
174.85,5674,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1354
103.14999999999999,3226,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1354
5708.975000000001,56476,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1355
239.69999999999996,6728,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1355
176.85,5764,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1355
105.74999999999999,3226,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1355
5710.975000000001,56566,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1356
241.69999999999996,6798,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1356
180.85,5904,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1356
107.74999999999999,3336,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1356
5713.925000000001,56566,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1357
243.69999999999996,6888,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1357
184.85,6044,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1357
115.74999999999999,3480,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1357
5721.925000000001,56926,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1358
245.69999999999996,6958,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1358
192.85,6188,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1358
119.74999999999999,3552,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1358
5725.925000000001,57066,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1359
249.69999999999996,7098,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1359
196.85,6368,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1359
127.74999999999999,3832,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1359
5729.925000000001,57138,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1360
253.69999999999996,7158,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1360
198.85,6438,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1360
135.75,3928,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1360
5731.925000000001,57248,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1361
261.69999999999993,7438,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1361
202.85,6578,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1361
137.95,3928,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1361
5733.925000000001,57272,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1362
264.3999999999999,7438,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1362
206.85,6626,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1362
145.95,4048,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1362
5737.925000000001,57332,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1363
268.3999999999999,7578,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1363
208.85,6696,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1363
147.95,4118,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1363
5745.925000000001,57476,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1364
272.3999999999999,7638,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1364
212.85,6836,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1364
155.95,4558,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1364
5748.5250000000015,57476,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1365
274.3999999999999,7674,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1365
215.45,6836,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1365
157.95,4628,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1365
5750.5250000000015,57546,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1366
278.3999999999999,7814,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1366
223.45,6980,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1366
165.95,4748,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1366
5754.5250000000015,57618,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1367
282.3999999999999,8034,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1367
231.45,7076,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1367
168.14999999999998,4748,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1367
5762.5250000000015,57738,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1368
284.3999999999999,8058,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1368
239.45,7356,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1368
172.14999999999998,4808,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1368
5770.5250000000015,57882,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1369
288.3999999999999,8130,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1369
247.45,7716,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1369
174.14999999999998,4878,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1369
5778.5250000000015,58026,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1370
292.3999999999999,8202,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1370
251.45,7856,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1370
176.14999999999998,4902,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1370
5781.225000000001,58026,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1371
296.3999999999999,8342,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1371
253.45,7946,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1371
178.14999999999998,5012,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1371
5789.225000000001,58122,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1372
298.7999999999999,8342,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1372
257.45,8126,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1372
180.14999999999998,5082,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1372
5793.225000000001,58194,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1373
302.7999999999999,8522,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1373
260.3,8126,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1373
184.14999999999998,5154,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1373
5801.225000000001,58290,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1374
304.7999999999999,8612,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1374
262.3,8196,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1374
192.14999999999998,5250,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1374
5803.225000000001,58360,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1375
306.7999999999999,8722,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1375
264.3,8266,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1375
194.14999999999998,5340,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1375
5811.225000000001,58800,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1376
310.7999999999999,8902,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1376
266.3,8336,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1376
202.14999999999998,5780,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1376
5813.225000000001,58890,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1377
312.7999999999999,8972,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1377
270.3,8384,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1377
204.7,5780,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1377
5821.225000000001,59250,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1378
316.7999999999999,9020,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1378
274.3,8444,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1378
208.7,5840,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1378
5824.075000000002,59250,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1379
318.7999999999999,9044,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1379
276.3,8480,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1379
210.7,5950,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1379
5826.075000000002,59340,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1380
326.7999999999999,9404,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1380
284.3,8840,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1380
212.7,6020,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1380
5828.075000000002,59450,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1381
328.7999999999999,9434,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1381
288.3,8888,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1381
214.7,6130,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1381
5830.075000000002,59486,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1382
330.7999999999999,9504,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1382
296.3,9032,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1382
218.7,6310,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1382
5832.075000000002,59510,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1383
332.7999999999999,9534,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1383
298.90000000000003,9032,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1383
220.7,6334,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1383
5840.075000000002,59654,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1384
334.7999999999999,9558,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1384
306.90000000000003,9312,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1384
224.7,6554,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1384
5848.075000000002,59750,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1385
337.2499999999999,9558,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1385
308.90000000000003,9336,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1385
232.7,6698,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1385
5850.075000000002,59780,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1386
339.2499999999999,9594,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1386
310.90000000000003,9426,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1386
235.1,6698,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1386
5858.075000000002,60140,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1387
343.2499999999999,9666,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1387
312.90000000000003,9456,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1387
237.1,6734,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1387
5862.075000000002,60188,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1388
347.2499999999999,9846,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1388
320.90000000000003,9576,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1388
239.1,6824,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1388
5864.875000000002,60188,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1389
351.2499999999999,10026,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1389
324.90000000000003,9624,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1389
243.1,7004,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1389
5872.875000000002,60332,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1390
355.2499999999999,10166,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1390
332.90000000000003,9720,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1390
251.1,7444,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1390
5874.875000000002,60368,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1391
357.2499999999999,10236,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1391
336.90000000000003,9860,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1391
255.1,7624,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1391
5876.875000000002,60398,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1392
365.2499999999999,10356,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1392
339.1,9860,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1392
263.1,7904,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1392
5884.875000000002,60758,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1393
367.3499999999999,10356,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1393
343.1,9920,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1393
265.25,7904,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1393
5888.875000000002,60898,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1394
369.3499999999999,10380,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1394
347.1,10060,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1394
267.25,7934,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1394
5896.875000000002,61258,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1395
371.3499999999999,10470,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1395
355.1,10156,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1395
269.25,8024,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1395
5900.875000000002,61478,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1396
375.3499999999999,10650,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1396
363.1,10252,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1396
271.25,8060,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1396
5903.825000000002,61478,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1397
383.3499999999999,10930,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1397
365.1,10342,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1397
279.25,8420,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1397
5911.825000000002,61918,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1398
387.3499999999999,11070,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1398
373.1,10702,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1398
283.25,8600,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1398
5919.825000000002,62062,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1399
391.3499999999999,11290,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1399
377.1,10750,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1399
287.25,8740,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1399
5921.825000000002,62172,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1400
393.3499999999999,11320,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1400
385.1,10870,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1400
289.25,8776,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1400
5925.825000000002,62352,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1401
401.3499999999999,11600,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1401
387.95000000000005,10870,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1401
297.25,8920,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1401
5933.825000000002,62632,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1402
403.3499999999999,11624,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1402
391.95000000000005,11050,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1402
299.85,8920,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1402
5937.825000000002,62772,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1403
405.3499999999999,11714,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1403
399.95000000000005,11170,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1403
303.85,9060,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1403
5941.825000000002,62912,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1404
407.69999999999993,11714,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1404
401.95000000000005,11206,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1404
307.85,9200,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1404
5944.725000000001,62912,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1405
411.69999999999993,11786,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1405
403.95000000000005,11242,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1405
315.85,9344,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1405
5948.725000000001,63092,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1406
413.69999999999993,11810,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1406
405.95000000000005,11332,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1406
317.85,9414,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1406
5952.725000000001,63232,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1407
415.69999999999993,11840,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1407
409.95000000000005,11404,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1407
319.85,9504,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1407
5954.725000000001,63262,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1408
417.69999999999993,11910,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1408
411.95000000000005,11474,bot25,1,common,100,14,5,2,558,114,0.14,0.025,0.01,1408
327.85,9944,bot26,1,common,100,4,8,9,503,104,0.04,0.04,0.045,1408
5956.725000000001,63286,bot21,10,legendary,100,20,8,13,307,118,0.2,0.04,0.065,1409
425.69999999999993,12270,bot24,1,common,100,13,6,2,414,113,0.13,0.03,0.01,1409
